datetime,visitor_id,device_type,revenue,tax,rev_without_tax,date_time,device_name
2019-08-26 00:00:00,70302616411659,1,995.1929887427931,0.19,806.1063208816624,2019-08-26,Desktop
2019-08-19 00:00:00,33473130421512,1,77.67858094790392,0.07,72.24108028155065,2019-08-19,Desktop
2019-08-15 00:00:00,26379414989804,1,154.59792997616628,0.19,125.22432328069469,2019-08-15,Desktop
2019-09-17 00:00:00,78033327432238,1,364.2738158552279,0.07,338.77464874536196,2019-09-17,Desktop
2019-10-18 00:00:00,17074544653216,1,818.1719982498464,0.07,760.8999583723571,2019-10-18,Desktop
2019-10-26 00:00:00,46867499719996,1,845.7824629373506,0.19,685.083794979254,2019-10-26,Desktop
2019-08-06 00:00:00,29338400618673,1,219.0874313630933,0.19,177.46081940410556,2019-08-06,Desktop
2019-08-11 00:00:00,72714931690865,1,874.2982203791586,0.19,708.1815585071184,2019-08-11,Desktop
2019-10-24 00:00:00,99094913875672,1,328.5751311036331,0.19,266.1458561939428,2019-10-24,Desktop
2019-10-21 00:00:00,12832092260284,1,88.11955971393304,0.19,71.37684336828576,2019-10-21,Desktop
2019-11-03 00:00:00,48133977535357,1,739.1754726968761,0.07,687.4331896080948,2019-11-03,Desktop
2019-09-14 00:00:00,86291335955461,1,534.0241521607774,0.07,496.64246150952295,2019-09-14,Desktop
2019-09-28 00:00:00,92028604144104,1,115.35813456649623,0.19,93.44008899886195,2019-09-28,Desktop
2019-10-13 00:00:00,72166646925123,1,390.71445711110596,0.19,316.4787102599958,2019-10-13,Desktop
2019-10-02 00:00:00,37199673053588,1,570.7994216538713,0.19,462.3475315396357,2019-10-02,Desktop
2019-08-26 00:00:00,77897436341417,1,625.0987066257139,0.07,581.341797161914,2019-08-26,Desktop
2019-10-08 00:00:00,61217730502305,1,571.530868085583,0.07,531.5237073195922,2019-10-08,Desktop
2019-09-01 00:00:00,26726126683197,1,709.0786447808395,0.07,659.4431396461807,2019-09-01,Desktop
2019-08-21 00:00:00,67272237547020,1,834.2659905291472,0.19,675.7554523286092,2019-08-21,Desktop
2019-08-09 00:00:00,77625437166605,1,950.2198637804229,0.19,769.6780896621425,2019-08-09,Desktop
2019-10-23 00:00:00,18382673212693,1,775.7514295822652,0.19,628.3586579616349,2019-10-23,Desktop
2019-09-01 00:00:00,22399115224220,1,917.6137894330511,0.07,853.3808241727376,2019-09-01,Desktop
2019-10-21 00:00:00,7382127522277,1,717.5862322447764,0.07,667.355195987642,2019-10-21,Desktop
2019-08-08 00:00:00,90315681642134,1,462.52307154075334,0.19,374.6436879480102,2019-08-08,Desktop
2019-09-03 00:00:00,2086917030708,1,879.1581484491965,0.07,817.6170780577527,2019-09-03,Desktop
2019-10-03 00:00:00,15879709360611,1,839.1826000560934,0.19,679.7379060454357,2019-10-03,Desktop
2019-08-29 00:00:00,84614719586455,1,204.3112124049078,0.07,190.00942753656426,2019-08-29,Desktop
2019-08-07 00:00:00,4058704125570,1,184.71815261742907,0.19,149.62170362011756,2019-08-07,Desktop
2019-10-11 00:00:00,10827646079247,1,983.6691086348948,0.07,914.8122710304522,2019-10-11,Desktop
2019-10-05 00:00:00,13338811947619,1,923.8597752168644,0.07,859.1895909516838,2019-10-05,Desktop
2019-08-21 00:00:00,40692451581985,1,427.37035730854456,0.19,346.1699894199211,2019-08-21,Desktop
2019-10-01 00:00:00,80065136783836,1,767.6256180036801,0.07,713.8918247434225,2019-10-01,Desktop
2019-10-03 00:00:00,52376183538822,1,465.0219820456587,0.19,376.66780545698356,2019-10-03,Desktop
2019-08-30 00:00:00,59506003137877,1,694.2853631852031,0.07,645.6853877622389,2019-08-30,Desktop
2019-09-07 00:00:00,2339074478104,1,773.7386370936007,0.19,626.7282960458166,2019-09-07,Desktop
2019-08-31 00:00:00,44944277658386,1,694.2923393856505,0.07,645.691875628655,2019-08-31,Desktop
2019-10-18 00:00:00,2404178036246,1,200.3972022548316,0.07,186.3693980969934,2019-10-18,Desktop
2019-08-18 00:00:00,96667340588795,1,589.6532429722843,0.07,548.3775159642244,2019-08-18,Desktop
2019-09-13 00:00:00,88367278839508,1,161.01455109411887,0.07,149.74353251753055,2019-09-13,Desktop
2019-10-02 00:00:00,60723483660888,1,528.8177496704465,0.19,428.3423772330616,2019-10-02,Desktop
2019-11-01 00:00:00,54025513931879,1,455.57982062506994,0.19,369.01965470630665,2019-11-01,Desktop
2019-11-02 00:00:00,97918556949769,1,139.49639975253615,0.07,129.73165176985862,2019-11-02,Desktop
2019-09-22 00:00:00,11346661602529,1,50.53628270445609,0.19,40.934388990609435,2019-09-22,Desktop
2019-09-08 00:00:00,35868083522548,1,620.3180606399145,0.07,576.8957963951204,2019-09-08,Desktop
2019-08-27 00:00:00,62460955269333,1,537.5684176266911,0.19,435.4304182776198,2019-08-27,Desktop
2019-08-21 00:00:00,45546484045065,1,526.9481026351759,0.07,490.0617354507136,2019-08-21,Desktop
2019-09-18 00:00:00,22879843507858,1,584.6276155282177,0.07,543.7036824412424,2019-09-18,Desktop
2019-09-22 00:00:00,28791890098995,1,23.557190251778714,0.07,21.908186934154205,2019-09-22,Desktop
2019-10-17 00:00:00,75118531672639,1,438.2457694484369,0.19,354.9790732532339,2019-10-17,Desktop
2019-10-23 00:00:00,72048741030221,1,343.39343914124356,0.19,278.1486857044073,2019-10-23,Desktop
2019-09-01 00:00:00,70208224506060,1,640.2077885336963,0.19,518.568308712294,2019-09-01,Desktop
2019-09-04 00:00:00,9506441220753,1,57.585609218959945,0.19,46.64434346735756,2019-09-04,Desktop
2019-10-22 00:00:00,36233404283876,1,953.9918683932652,0.19,772.7334133985448,2019-10-22,Desktop
2019-08-22 00:00:00,16644459031305,1,182.60679109101875,0.19,147.9115007837252,2019-08-22,Desktop
2019-10-16 00:00:00,48518617231976,1,626.2839236066297,0.19,507.2899781213701,2019-10-16,Desktop
2019-10-19 00:00:00,27394093850491,1,549.5404065791895,0.19,445.1277293291435,2019-10-19,Desktop
2019-08-18 00:00:00,68488525727247,1,811.0444073882403,0.19,656.9459699844747,2019-08-18,Desktop
2019-10-16 00:00:00,2144985475998,1,650.1118804900401,0.07,604.6040488557373,2019-10-16,Desktop
2019-08-11 00:00:00,47283822084497,1,585.6067802688889,0.19,474.34149201779996,2019-08-11,Desktop
2019-09-04 00:00:00,29937006135175,1,366.83842345509146,0.19,297.1391229986241,2019-09-04,Desktop
2019-10-06 00:00:00,72252710728166,1,689.3512796749374,0.07,641.0966900976917,2019-10-06,Desktop
2019-09-17 00:00:00,49025145767044,1,128.01910901503976,0.07,119.05777138398697,2019-09-17,Desktop
2019-08-19 00:00:00,68400291707473,1,705.8201220236674,0.19,571.7142988391706,2019-08-19,Desktop
2019-10-17 00:00:00,31381868671164,1,720.8826070834508,0.19,583.9149117375952,2019-10-17,Desktop
2019-08-30 00:00:00,56506946116975,1,126.57827785326536,0.19,102.52840506114495,2019-08-30,Desktop
2019-10-26 00:00:00,7286817259293,1,192.4200876505967,0.19,155.86027099698333,2019-10-26,Desktop
2019-11-03 00:00:00,32230429966306,1,576.6632057683632,0.07,536.2967813645778,2019-11-03,Desktop
2019-09-03 00:00:00,80530189808403,1,339.4117325517627,0.07,315.65291127313935,2019-09-03,Desktop
2019-08-20 00:00:00,16349588535938,1,753.6808682985122,0.19,610.4815033217949,2019-08-20,Desktop
2019-08-24 00:00:00,19782380024377,1,855.536949363928,0.07,795.649362908453,2019-08-24,Desktop
2019-09-20 00:00:00,74810646407685,1,506.3220260446548,0.19,410.1208410961704,2019-09-20,Desktop
2019-09-02 00:00:00,98577061537531,1,362.09811167553084,0.19,293.29947045717995,2019-09-02,Desktop
2019-09-30 00:00:00,96051679029213,1,882.0286277028296,0.07,820.2866237636315,2019-09-30,Desktop
2019-09-12 00:00:00,84306248098237,1,840.525532222146,0.19,680.8256810999383,2019-09-12,Desktop
2019-10-11 00:00:00,42037646763416,1,639.1201166452336,0.19,517.6872944826392,2019-10-11,Desktop
2019-09-08 00:00:00,49331458456556,1,599.9854825014702,0.19,485.98824082619086,2019-09-08,Desktop
2019-09-06 00:00:00,25032876366997,1,211.09376862269437,0.19,170.98595258438243,2019-09-06,Desktop
2019-08-09 00:00:00,35271994616383,1,824.866631916406,0.07,767.1259676822576,2019-08-09,Desktop
2019-08-30 00:00:00,62220033259830,1,683.1350809339561,0.19,553.3394155565045,2019-08-30,Desktop
2019-08-30 00:00:00,1427510970926,1,610.0592089443924,0.19,494.1479592449578,2019-08-30,Desktop
2019-08-28 00:00:00,2339074478104,1,259.4588583483027,0.07,241.29673826392153,2019-08-28,Desktop
2019-09-25 00:00:00,48214990627462,1,207.31840475457065,0.19,167.92790785120224,2019-09-25,Desktop
2019-10-13 00:00:00,92702223286800,1,493.93662693770756,0.19,400.0886678195431,2019-10-13,Desktop
2019-10-19 00:00:00,29971973566884,1,699.8995476006826,0.19,566.9186335565529,2019-10-19,Desktop
2019-10-10 00:00:00,27102214517978,1,891.5266795812414,0.19,722.1366104608055,2019-10-10,Desktop
2019-09-25 00:00:00,76784059428101,1,575.280063834878,0.19,465.9768517062512,2019-09-25,Desktop
2019-08-25 00:00:00,72841262316600,1,504.91149725169316,0.07,469.5676924440746,2019-08-25,Desktop
2019-10-19 00:00:00,30694419942062,1,150.60087398517575,0.19,121.98670792799236,2019-10-19,Desktop
2019-10-17 00:00:00,15546067741721,1,151.23863107386683,0.07,140.65192689869616,2019-10-17,Desktop
2019-10-20 00:00:00,97793188545422,1,839.017047231957,0.07,780.2858539257201,2019-10-20,Desktop
2019-10-02 00:00:00,76093463049416,1,647.282204576016,0.19,524.298585706573,2019-10-02,Desktop
2019-10-04 00:00:00,66024291393316,1,61.41168396023178,0.07,57.112866083015554,2019-10-04,Desktop
2019-09-08 00:00:00,36601051764534,1,102.66410130560743,0.19,83.15792205754202,2019-09-08,Desktop
2019-09-13 00:00:00,18693399497947,1,190.49970761946156,0.19,154.30476317176385,2019-09-13,Desktop
2019-10-12 00:00:00,17453990351929,1,388.50219118700846,0.07,361.30703780391786,2019-10-12,Desktop
2019-08-09 00:00:00,4174132061868,1,170.97112779175637,0.07,159.00314884633343,2019-08-09,Desktop
2019-10-17 00:00:00,1194277518740,1,621.1126683898898,0.19,503.10126139581075,2019-10-17,Desktop
2019-10-10 00:00:00,30086095384819,1,570.9798584907496,0.19,462.4936853775072,2019-10-10,Desktop
2019-09-08 00:00:00,59290175985594,1,288.5681949568235,0.19,233.74023791502702,2019-09-08,Desktop
2019-10-11 00:00:00,55890948547820,1,813.3127495747441,0.19,658.7833271555427,2019-10-11,Desktop
2019-10-04 00:00:00,57953731343902,1,117.99520561019739,0.19,95.57611654425989,2019-10-04,Desktop
2019-10-11 00:00:00,42635580533952,1,648.0005040771932,0.07,602.6404687917897,2019-10-11,Desktop
2019-11-03 00:00:00,75410374507673,1,139.58261826964446,0.07,129.81183499076934,2019-11-03,Desktop
2019-10-11 00:00:00,44685877027054,1,737.6442922844224,0.07,686.0091918245128,2019-10-11,Desktop
2019-10-24 00:00:00,72888074260219,1,306.20624885725266,0.07,284.771811437245,2019-10-24,Desktop
2019-10-05 00:00:00,51574987552699,1,363.7021860589733,0.19,294.5987707077684,2019-10-05,Desktop
2019-08-24 00:00:00,24435138275836,1,726.3710647036461,0.19,588.3605624099533,2019-08-24,Desktop
2019-09-10 00:00:00,3899243052080,1,19.041680048601627,0.19,15.423760839367318,2019-09-10,Desktop
2019-09-17 00:00:00,55129633864856,1,473.765883986639,0.07,440.60227210757427,2019-09-17,Desktop
2019-09-21 00:00:00,62698730665045,1,485.65352687316965,0.19,393.37935676726744,2019-09-21,Desktop
2019-10-26 00:00:00,60047137166722,1,990.35614585042,0.19,802.1884781388402,2019-10-26,Desktop
2019-10-26 00:00:00,96117755401799,1,728.6060478419407,0.19,590.170898751972,2019-10-26,Desktop
2019-10-08 00:00:00,17556095599792,1,995.3533137747428,0.19,806.2361841575416,2019-10-08,Desktop
2019-08-26 00:00:00,11270538647630,1,809.7437842354032,0.07,753.061719338925,2019-08-26,Desktop
2019-09-03 00:00:00,95292461209382,1,363.51199411459845,0.07,338.06615452657655,2019-09-03,Desktop
2019-10-16 00:00:00,52063408031614,1,69.38128581909186,0.19,56.1988415134644,2019-10-16,Desktop
2019-09-12 00:00:00,33833018349232,1,264.3581272454336,0.19,214.1300830688012,2019-09-12,Desktop
2019-08-30 00:00:00,347905891254,1,535.4752893292062,0.07,497.9920190761618,2019-08-30,Desktop
2019-09-15 00:00:00,80637936229531,1,774.764132344624,0.19,627.5589471991455,2019-09-15,Desktop
2019-09-25 00:00:00,85303600877374,1,975.1961464084816,0.07,906.9324161598879,2019-09-25,Desktop
2019-08-20 00:00:00,68478013903195,1,61.564976356322745,0.19,49.867630848621424,2019-08-20,Desktop
2019-09-28 00:00:00,79815895274537,1,29.642515413874527,0.07,27.56753933490331,2019-09-28,Desktop
2019-10-05 00:00:00,91794010580896,1,847.6541732566477,0.07,788.3183811286824,2019-10-05,Desktop
2019-11-02 00:00:00,23919373273487,1,188.01671568006273,0.19,152.29353970085083,2019-11-02,Desktop
2019-10-22 00:00:00,91931974797392,1,864.5596977048729,0.19,700.293355140947,2019-10-22,Desktop
2019-08-06 00:00:00,41503770103285,1,916.125967656562,0.07,851.9971499206026,2019-08-06,Desktop
2019-08-18 00:00:00,64103041617809,1,855.5402099834353,0.07,795.6523952845948,2019-08-18,Desktop
2019-09-01 00:00:00,21426907304644,1,819.0547338590629,0.07,761.7209024889286,2019-09-01,Desktop
2019-10-30 00:00:00,84744045472749,1,262.71033715408265,0.19,212.79537309480696,2019-10-30,Desktop
2019-08-11 00:00:00,4942622645162,1,881.2540621777606,0.19,713.815790363986,2019-08-11,Desktop
2019-09-21 00:00:00,5319379599401,1,408.75020397813876,0.07,380.13768969966907,2019-09-21,Desktop
2019-10-10 00:00:00,56441911134948,1,183.9971999645631,0.07,171.11739596704368,2019-10-10,Desktop
2019-10-07 00:00:00,16869537419352,1,548.1731116324893,0.19,444.0202204223163,2019-10-07,Desktop
2019-08-29 00:00:00,53067635695797,1,922.0460716749335,0.19,746.8573180566962,2019-08-29,Desktop
2019-10-07 00:00:00,68426833880194,1,461.25617377232453,0.19,373.61750075558285,2019-10-07,Desktop
2019-09-07 00:00:00,8817779294713,1,782.9355897439953,0.19,634.1778276926361,2019-09-07,Desktop
2019-08-26 00:00:00,42325377793163,1,686.7673634258285,0.07,638.6936479860206,2019-08-26,Desktop
2019-10-16 00:00:00,84744045472749,1,593.6097407411619,0.07,552.0570588892806,2019-10-16,Desktop
2019-09-21 00:00:00,52130267774035,1,96.87630207470066,0.19,78.46980468050754,2019-09-21,Desktop
2019-09-07 00:00:00,92028604144104,1,888.8848020768354,0.19,719.9966896822367,2019-09-07,Desktop
2019-09-24 00:00:00,63379528476523,1,517.3388041748194,0.19,419.0444313816037,2019-09-24,Desktop
2019-08-29 00:00:00,26879060198295,1,595.5131427842045,0.07,553.8272227893102,2019-08-29,Desktop
2019-10-07 00:00:00,71267098590165,1,303.01275001953377,0.19,245.44032751582236,2019-10-07,Desktop
2019-09-05 00:00:00,67204524028111,1,95.68664164890717,0.19,77.50617973561481,2019-09-05,Desktop
2019-08-09 00:00:00,11548698009783,1,325.6143629405499,0.07,302.8213575347114,2019-08-09,Desktop
2019-10-17 00:00:00,96395683384176,1,75.71027614839198,0.07,70.41055681800455,2019-10-17,Desktop
2019-10-10 00:00:00,85329349401224,1,847.2151057955259,0.07,787.9100483898391,2019-10-10,Desktop
2019-09-02 00:00:00,79391122770262,1,273.24912868455107,0.07,254.12168967663249,2019-09-02,Desktop
2019-10-22 00:00:00,60233157071797,1,142.07139005613746,0.19,115.07782594547135,2019-10-22,Desktop
2019-09-01 00:00:00,72723774397808,1,540.7701740053988,0.19,438.023840944373,2019-09-01,Desktop
2019-08-31 00:00:00,92791518506689,1,733.6203526915468,0.07,682.2669280031386,2019-08-31,Desktop
2019-09-04 00:00:00,76949673186214,1,692.6572196990227,0.19,561.0523479562083,2019-09-04,Desktop
2019-09-04 00:00:00,99882032967955,1,272.96022665876376,0.19,221.09778359359865,2019-09-04,Desktop
2019-10-11 00:00:00,48076008851343,1,327.47199057664113,0.19,265.2523123670793,2019-10-11,Desktop
2019-08-29 00:00:00,45758483009125,1,861.6701780749298,0.07,801.3532656096847,2019-08-29,Desktop
2019-10-05 00:00:00,42221124483182,1,131.28121626554966,0.19,106.33778517509522,2019-10-05,Desktop
2019-10-12 00:00:00,37826433035433,1,473.28320231522036,0.07,440.15337815315496,2019-10-12,Desktop
2019-10-30 00:00:00,13585562094666,1,971.9190518523992,0.19,787.2544320004433,2019-10-30,Desktop
2019-08-22 00:00:00,74929356110456,1,408.5568493972509,0.19,330.9310480117732,2019-08-22,Desktop
2019-09-22 00:00:00,60963276575017,1,990.5591402120327,0.07,921.2200003971905,2019-09-22,Desktop
2019-10-16 00:00:00,25121155305913,1,846.0533331043082,0.19,685.3031998144896,2019-10-16,Desktop
2019-08-13 00:00:00,6224970231388,1,517.9316710250696,0.19,419.52465353030635,2019-08-13,Desktop
2019-10-15 00:00:00,59031733116584,1,144.86610737585747,0.07,134.72547985954745,2019-10-15,Desktop
2019-10-21 00:00:00,5008607746136,1,449.5934989589501,0.07,418.1219540318236,2019-10-21,Desktop
2019-09-01 00:00:00,90472665013773,1,125.58922169609932,0.19,101.72726957384045,2019-09-01,Desktop
2019-09-05 00:00:00,11346661602529,1,382.9715937202949,0.19,310.20699091343886,2019-09-05,Desktop
2019-08-13 00:00:00,78907852066092,1,310.17251377249687,0.07,288.4604378084221,2019-08-13,Desktop
2019-08-19 00:00:00,56440356877740,1,85.46775858657385,0.07,79.48501548551369,2019-08-19,Desktop
2019-09-03 00:00:00,55205486927962,1,610.8930935000152,0.19,494.82340573501233,2019-09-03,Desktop
2019-10-18 00:00:00,96310795635244,1,377.396943717382,0.19,305.6915244110794,2019-10-18,Desktop
2019-08-23 00:00:00,5538355925325,1,821.8184919710657,0.07,764.291197533091,2019-08-23,Desktop
2019-09-30 00:00:00,52069994340807,1,270.9539410402416,0.19,219.4726922425957,2019-09-30,Desktop
2019-08-31 00:00:00,68089608114816,1,213.42965903032817,0.19,172.8780238145658,2019-08-31,Desktop
2019-10-03 00:00:00,24933792135533,1,824.1139423468934,0.07,766.4259663826108,2019-10-03,Desktop
2019-08-17 00:00:00,39342111339071,1,327.70233990432575,0.07,304.763176111023,2019-08-17,Desktop
2019-09-27 00:00:00,11869588401311,1,659.6726905509246,0.19,534.334879346249,2019-09-27,Desktop
2019-08-12 00:00:00,3979029989679,1,706.2626034417746,0.07,656.8242212008504,2019-08-12,Desktop
2019-08-09 00:00:00,38984898671458,1,222.94586466526522,0.07,207.33965413869666,2019-08-09,Desktop
2019-10-15 00:00:00,76949673186214,1,508.55852553305857,0.07,472.95942874574445,2019-10-15,Desktop
2019-09-19 00:00:00,13244069602772,1,878.0600436643657,0.07,816.59584060786,2019-09-19,Desktop
2019-10-25 00:00:00,58232571788520,1,414.2043018086912,0.07,385.2100006820828,2019-10-25,Desktop
2019-10-02 00:00:00,33826122967226,1,757.100960974916,0.19,613.2517783896819,2019-10-02,Desktop
2019-09-17 00:00:00,77954744812625,1,122.42321562111758,0.19,99.16280465310524,2019-09-17,Desktop
2019-10-26 00:00:00,40293964423144,1,129.82394896580897,0.19,105.15739866230527,2019-10-26,Desktop
2019-09-14 00:00:00,42221124483182,1,404.29901032115566,0.07,375.99807959867474,2019-09-14,Desktop
2019-09-23 00:00:00,83396756579256,1,222.5651249221301,0.19,180.2777511869254,2019-09-23,Desktop
2019-10-03 00:00:00,36983340838310,1,723.5629834999405,0.07,672.9135746549447,2019-10-03,Desktop
2019-09-17 00:00:00,17251621323359,1,348.60921914903906,0.19,282.37346751072164,2019-09-17,Desktop
2019-09-08 00:00:00,60335392323418,1,478.6774135856073,0.07,445.1699946346148,2019-09-08,Desktop
2019-08-21 00:00:00,24286534524890,1,737.0628849442019,0.19,597.0209368048036,2019-08-21,Desktop
2019-08-14 00:00:00,6795010069992,1,290.9845783048076,0.07,270.61565782347105,2019-08-14,Desktop
2019-08-13 00:00:00,77268027062040,1,500.2770807535124,0.19,405.22443541034505,2019-08-13,Desktop
2019-09-17 00:00:00,75755851929693,1,121.54888075325987,0.19,98.45459341014049,2019-09-17,Desktop
2019-09-27 00:00:00,57002670501313,1,672.1420881334999,0.19,544.4350913881349,2019-09-27,Desktop
2019-11-02 00:00:00,49415932642098,1,622.2152089626632,0.07,578.6601443352768,2019-11-02,Desktop
2019-09-20 00:00:00,97394392127922,1,736.7812278515221,0.07,685.2065419019156,2019-09-20,Desktop
2019-10-22 00:00:00,85025521041544,1,593.4879077817516,0.07,551.943754237029,2019-10-22,Desktop
2019-09-05 00:00:00,88467278787671,1,985.7412984295095,0.07,916.7394075394438,2019-09-05,Desktop
2019-08-24 00:00:00,73304310970860,1,126.24127064355606,0.07,117.40438169850714,2019-08-24,Desktop
2019-10-06 00:00:00,67177885726944,1,867.420091491854,0.19,702.6102741084018,2019-10-06,Desktop
2019-10-22 00:00:00,46735096856415,1,948.2197982477912,0.07,881.8444123704459,2019-10-22,Desktop
2019-10-08 00:00:00,65534869588802,1,148.40860331500005,0.07,138.02000108295005,2019-10-08,Desktop
2019-11-01 00:00:00,11507595537152,1,372.61427167466644,0.07,346.5312726574398,2019-11-01,Desktop
2019-08-10 00:00:00,91203681199771,1,4.438999012363221,0.19,3.5955892000142087,2019-08-10,Desktop
2019-10-12 00:00:00,4877495824848,1,142.48851914634264,0.19,115.41570050853754,2019-10-12,Desktop
2019-08-12 00:00:00,48389266874447,1,58.60410446339759,0.19,47.46932461535205,2019-08-12,Desktop
2019-09-11 00:00:00,1342407297569,1,967.5997424155456,0.19,783.755791356592,2019-09-11,Desktop
2019-11-03 00:00:00,51080034023451,1,181.70355547124984,0.19,147.17987993171238,2019-11-03,Desktop
2019-08-23 00:00:00,3030664548551,1,398.7233857704765,0.07,370.81274876654317,2019-08-23,Desktop
2019-10-25 00:00:00,65124294188244,1,607.2757873784094,0.07,564.7664822619207,2019-10-25,Desktop
2019-09-04 00:00:00,62220033259830,1,253.50035859112486,0.19,205.33529045881113,2019-09-04,Desktop
2019-08-15 00:00:00,70661177473294,1,904.1200460098507,0.19,732.3372372679792,2019-08-15,Desktop
2019-08-21 00:00:00,90988844405428,1,392.46253456935074,0.07,364.9901571494962,2019-08-21,Desktop
2019-09-01 00:00:00,64439865721597,1,293.4918623471532,0.19,237.72840850119408,2019-09-01,Desktop
2019-10-06 00:00:00,21596513743966,1,599.6343427200521,0.07,557.6599387296485,2019-10-06,Desktop
2019-10-30 00:00:00,65438226566028,1,116.55364982446426,0.19,94.40845635781605,2019-10-30,Desktop
2019-11-03 00:00:00,32892103788094,1,585.9818412396157,0.07,544.9631123528426,2019-11-03,Desktop
2019-08-12 00:00:00,73358493495996,1,920.931485914048,0.19,745.9545035903789,2019-08-12,Desktop
2019-08-23 00:00:00,53186872252244,1,968.4056501959714,0.07,900.6172546822534,2019-08-23,Desktop
2019-09-24 00:00:00,43480924951435,1,342.2312738850491,0.19,277.2073318468898,2019-09-24,Desktop
2019-09-08 00:00:00,72714931690865,1,299.86457354503204,0.07,278.8740533968798,2019-09-08,Desktop
2019-08-10 00:00:00,90888694432015,1,717.997469267885,0.19,581.5779501069868,2019-08-10,Desktop
2019-09-22 00:00:00,88056017731488,1,604.9748947956488,0.19,490.0296647844755,2019-09-22,Desktop
2019-09-01 00:00:00,63760843081902,1,787.7395218631434,0.19,638.0690127091461,2019-09-01,Desktop
2019-09-12 00:00:00,88398451046126,1,48.95175089173232,0.19,39.650918222303176,2019-09-12,Desktop
2019-10-28 00:00:00,47910103314482,1,611.7427839063287,0.19,495.51165496412625,2019-10-28,Desktop
2019-10-28 00:00:00,30093703635883,1,433.6192250815304,0.19,351.2315723160396,2019-10-28,Desktop
2019-08-21 00:00:00,68353914280837,1,332.1538503861261,0.19,269.04461881276217,2019-08-21,Desktop
2019-10-01 00:00:00,8281037412328,1,319.89631422582556,0.07,297.50357223001777,2019-10-01,Desktop
2019-08-29 00:00:00,22961606968978,1,992.8166577680591,0.07,923.319491724295,2019-08-29,Desktop
2019-10-17 00:00:00,43753632809176,1,60.40659428726725,0.07,56.17813268715854,2019-10-17,Desktop
2019-10-01 00:00:00,78424877660206,1,918.8474399906028,0.07,854.5281191912605,2019-10-01,Desktop
2019-09-27 00:00:00,78571540704760,1,111.57639710648459,0.07,103.76604930903066,2019-09-27,Desktop
2019-11-01 00:00:00,96640897714443,1,599.8755079999884,0.19,485.8991614799906,2019-11-01,Desktop
2019-09-02 00:00:00,32307462448541,1,626.6402602324827,0.07,582.7754420162089,2019-09-02,Desktop
2019-10-13 00:00:00,47835743176359,1,403.0568069955719,0.19,326.4760136664132,2019-10-13,Desktop
